product_name,brand,declared_allergens,contains_gluten,contains_dairy,contains_nuts,contains_soy,contains_eggs,contains_fish,source_dataset
TEXAS BBQ SAUCE,PRINGLES,"en:gluten, en:milk",True,True,False,False,False,False,Declared allergens + Dietary restrictions
BARBECUE LENTIL CHIPS,PROPER,,False,False,False,False,False,False,Dietary restrictions
Peanut butter,PROZIS,en:peanuts,False,False,True,False,False,False,Declared allergens + Dietary restrictions
PRESIDENT CAMEMBERT 250g,PRÉSIDENT,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
"Golden Wheat Swedish Krisprolls, 7.9oz (225g)",Pagen,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Krisprolls,Pagen,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Cocktail Tropical Multivitaminé,Pago,"en:orange, fr:abricot, fr:citron",False,False,False,False,False,False,Declared allergens + Dietary restrictions
Bolognaise,Panzani,,False,False,False,False,False,False,Dietary restrictions
Bolognaise classique,Panzani,"en:beef, en:pork",False,False,False,False,False,False,Declared allergens + Dietary restrictions
Le Ravioli pur boeuf,Panzani,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Panzani - bc - tomacouli nature 500g (big),Panzani,,False,False,False,False,False,False,Dietary restrictions
Panzani - spf - sauce bolognaise pur boeuf 400g,Panzani,,False,False,False,False,False,False,Dietary restrictions
Panzani sauce pesto basilic 200g,Panzani,"en:eggs, en:milk, en:nuts",False,True,True,False,True,False,Declared allergens + Dietary restrictions
Panzani sauce provencale nat 210g f12,Panzani,,False,False,False,False,False,False,Dietary restrictions
Panzani sce provencale 425g,Panzani,,False,False,False,False,False,False,Dietary restrictions
Panzani torti 500g,Panzani,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Pesto basilico,Panzani,"en:eggs, en:milk, en:nuts",False,True,True,False,True,False,Declared allergens + Dietary restrictions
Ravioli pur bœuf  sans colorant ni conservateur,Panzani,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Sauce Tomate concentrée cuisinée aux petits légumes,Panzani,"en:gluten, en:milk",True,True,False,False,False,False,Declared allergens + Dietary restrictions
Sauce basilic aux tomates fraîches de saison,Panzani,,False,False,False,False,False,False,Dietary restrictions
Tomacouli,Panzani,,False,False,False,False,False,False,Dietary restrictions
Tomacouli Nature,Panzani,,False,False,False,False,False,False,Dietary restrictions
Tomapizza,Panzani,,False,False,False,False,False,False,Dietary restrictions
Caprice,Papadopoulos,"en:gluten, en:milk, en:nuts, en:soybeans",True,True,True,True,False,False,Declared allergens + Dietary restrictions
Pj pomme pet 1l,Paquito,,False,False,False,False,False,False,Dietary restrictions
Sardines Huile d'Olive Vierge Extra,Parmentier,en:fish,False,False,False,False,False,True,Declared allergens + Dietary restrictions
Sardines huile d olive vierge,Parmentier,en:fish,False,False,False,False,False,True,Declared allergens + Dietary restrictions
Sardines huile d'olives et piment,Parmentier,"en:fish, en:sulphur-dioxide-and-sulphites",False,False,False,False,False,True,Declared allergens + Dietary restrictions
Sardines à la tomate,Parmentier,en:fish,False,False,False,False,False,True,Declared allergens + Dietary restrictions
Biscottes Sans sucres ajoutés Blé complet,Pasquier,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Biscottes sans sel et sans sucre ajoutés,Pasquier,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Biscottes sans sucres ajoutés,Pasquier,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Brioche tressée pépites de chocolat,Pasquier,"en:eggs, en:gluten, en:milk, en:soybeans",True,True,False,True,True,False,Declared allergens + Dietary restrictions
Briochettes,Pasquier,"en:eggs, en:gluten, en:milk",True,True,False,False,True,False,Declared allergens + Dietary restrictions
Grilletine Sans sucres ajoutés Blé complet,Pasquier,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Pains au chocolat,Pasquier,"en:gluten, en:milk, en:soybeans",True,True,False,True,False,False,Declared allergens + Dietary restrictions
Pains au lait x10,Pasquier,"en:eggs, en:gluten, en:milk",True,True,False,False,True,False,Declared allergens + Dietary restrictions
Tartines de Pain multi-céréales,Pasquier,"en:eggs, en:gluten, en:milk, en:sesame-seeds, en:soybeans, fr:triticale",True,True,False,True,True,False,Declared allergens + Dietary restrictions
Korma spice paste,Patak's,en:mustard,False,False,False,False,False,False,Declared allergens + Dietary restrictions
Pataks On the Side Lime Pickle,Patak's,en:mustard,False,False,False,False,False,False,Declared allergens + Dietary restrictions
Tikka Masala Paste Pots,Patak's,en:mustard,False,False,False,False,False,False,Declared allergens + Dietary restrictions
Tikka Masala Spice Paste,Patak's,en:mustard,False,False,False,False,False,False,Declared allergens + Dietary restrictions
Paulaner Spezi,Paulaner,,False,False,False,False,False,False,Dietary restrictions
Gocciole classiche pav 500 gr,Pavesi,"en:gluten, en:milk, en:soybeans",True,True,False,True,False,False,Declared allergens + Dietary restrictions
Paxo Sage & Onion Stuffing Mix,Paxo,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Beurre moulé demi sel,Paysan Breton,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Cream Cheese,Paysan Breton,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Paysan Breton - Beurre moulé demi-sel,Paysan Breton,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Paysan Breton - Le Fromage Fouetté Madame Loïk - Ail et fines herbes de nos régions françaises,Paysan Breton,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
beurre moulé doux,Paysan breton,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Baked Pretzels Original Sea Salted,Penn State,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Sour Cream & Chive Flavour Wheat & Potato Pretzel Knots,Penn State Snacks,,False,False,False,False,False,False,Dietary restrictions
Pepsi 1L,Pepsi,,False,False,False,False,False,False,Dietary restrictions
Pepsi 2L,Pepsi,,False,False,False,False,False,False,Dietary restrictions
Aquafina,Pepsi cola,,False,False,False,False,False,False,Dietary restrictions
Pepsi Max,"Pepsi zero, PepsiCo, Pepsi, Pepsi Max",,False,False,False,False,False,False,Dietary restrictions
Sting,PepsiCo,,False,False,False,False,False,False,Dietary restrictions
Peripella,Peripella,"en:milk, en:nuts, en:soybeans",False,True,True,True,False,False,Declared allergens + Dietary restrictions
Perly,Perly,"en:banana, en:milk, en:milk",False,True,False,False,False,False,Declared allergens + Dietary restrictions
Perly orange,Perly,,False,False,False,False,False,False,Dietary restrictions
PERRIER eau minérale naturelle gazeuse,"Perrier,Nestlé Waters,Nestlé",,False,False,False,False,False,False,Dietary restrictions
Peter's Yard Original Sourdough Crackers,Peter's Yard,"en:gluten, en:milk, en:gluten",True,True,False,False,False,False,Declared allergens + Dietary restrictions
Peter’s Yard Sourdough Crispbreads,Peter’s Yard,"en:gluten, en:milk",True,True,False,False,False,False,Declared allergens + Dietary restrictions
Rosemary & Sea Salt Sourdough Crackers,Peter’s Yard,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Filet de maquereaux grillés nature,Petit Navire,en:fish,False,False,False,False,False,True,Declared allergens + Dietary restrictions
Filets de maquereaux,Petit Navire,en:fish,False,False,False,False,False,True,Declared allergens + Dietary restrictions
Filets de maquereaux moutarde a l'ancienne,Petit Navire,"en:fish, en:mustard",False,False,False,False,False,True,Declared allergens + Dietary restrictions
Maquereaux vin blanc et aromates,Petit Navire,"en:fish, en:sulphur-dioxide-and-sulphites",False,False,False,False,False,True,Declared allergens + Dietary restrictions
Morceaux de Thon nature,Petit Navire,en:fish,False,False,False,False,False,True,Declared allergens + Dietary restrictions
Rilettes de thon,Petit Navire,"en:eggs, en:fish, en:milk",False,True,False,False,True,True,Declared allergens + Dietary restrictions
Thon entier au nature,Petit Navire,en:fish,False,False,False,False,False,True,Declared allergens + Dietary restrictions
Thon entier au naturel,Petit Navire,en:fish,False,False,False,False,False,True,Declared allergens + Dietary restrictions
Thon entier au naturel Albacore,Petit Navire,en:fish,False,False,False,False,False,True,Declared allergens + Dietary restrictions
petit yoplait,"Petit yoplait std, Yoplait",en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Garlic & Herbs,Philadelphia,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Original Philadelphia,Philadelphia,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Philadelphia original,Philadelphia,,False,False,False,False,False,False,Dietary restrictions
Original Doppelrahmstufe,"Philadelphia,Mondelez",en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Original Pack Familiar,"Philadelphia,Mondelez",en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Philadelphia Original,"Philadelphia,Mondelez",en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Piadina midi flatbread,Piadina,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Corn Flakes 0% azúcares añadidos,PicaHado,,False,False,False,False,False,False,Dietary restrictions
Mon Taboulé Oriental,Pierre Martinet,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
"Quinoa croquant, amandes et noisettes",Pierre Martinet,"en:fish, en:milk, en:mustard, en:nuts, en:sesame-seeds, en:soybeans",False,True,True,True,False,True,Declared allergens + Dietary restrictions
Salade de quinoa aux légumes,Pierre Martinet,en:soybeans,False,False,False,True,False,False,Declared allergens + Dietary restrictions
Crème dessert saveur chocolat et vanille,Pilis,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Cottage Cheese,Pilos,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Creamy Yogurt Greek Style,Pilos,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
IAURT CREMOS în stil GRECESC,Pilos,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
"Kefir 1,5%",Pilos,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Unt de masă,Pilos,,False,False,False,False,False,False,Dietary restrictions
Vanilla Flavour Quark,Pilos,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Yogurt Greek 2% Lidl,Pilos,"en:milk, es:fermentos-lacticos",False,True,False,False,False,False,Declared allergens + Dietary restrictions
Краве масло 82%,Pilos,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Хомогенизирано пълномаслено краве мляко 3.5%,Pilos,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
CRUNCHY PEANUT BUTTER,Pip & Nut,en:peanuts,False,False,True,False,False,False,Declared allergens + Dietary restrictions
Smooth Peanut Butter,Pip & Nut,en:peanuts,False,False,True,False,False,False,Declared allergens + Dietary restrictions
Anglesey sea salt crisps,Pipers,,False,False,False,False,False,False,Dietary restrictions
Piquitos con salvado,Piquitos San Roque,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Organic Super Firm Tofu,Plant Menu,en:soybeans,False,False,False,True,False,False,Declared allergens + Dietary restrictions
Beurre planta fin,Planta Fin,,False,False,False,False,False,False,Dietary restrictions
Almond,Plenish,en:nuts,False,False,True,False,False,False,Declared allergens + Dietary restrictions
Gluten Free Barista Oat Drink,Plenish,,False,False,False,False,False,False,Dietary restrictions
Organic Gluten-Free Oat Drink,Plenish,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Organic Oat drink,Plenish,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Organic soya drink,Plenish,en:soybeans,False,False,False,True,False,False,Declared allergens + Dietary restrictions
Pom-Bear Original 6pk,Pom-Bear,,False,False,False,False,False,False,Dietary restrictions
Sour Cream & Onion Potato Chips,Popchips,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Sweet & Salty Popped Crisps,Popworks,,False,False,False,False,False,False,Dietary restrictions
Grape-Nuts,Post,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Chicken stock,Pott's,,False,False,False,False,False,False,Dietary restrictions
1848 Chocolat en poudre,Poulain,,False,False,False,False,False,False,Dietary restrictions
Chocolat au lait feuilleté caramel,Poulain,"en:milk, en:nuts, en:soybeans",False,True,True,True,False,False,Declared allergens + Dietary restrictions
Grand Arôme 32% de Cacao,Poulain,,False,False,False,False,False,False,Dietary restrictions
Grand Arôme moins de sucre,Poulain,,False,False,False,False,False,False,Dietary restrictions
Noir Extra,Poulain,"en:milk, en:soybeans",False,True,False,True,False,False,Declared allergens + Dietary restrictions
POULAIN NOIR EXTRA 200G,Poulain,"en:milk, en:soybeans",False,True,False,True,False,False,Declared allergens + Dietary restrictions
Poulain,Poulain,"en:milk, en:nuts, en:soybeans",False,True,True,True,False,False,Declared allergens + Dietary restrictions
Poulain Grand Arôme intense 70% de cacao,Poulain,,False,False,False,False,False,False,Dietary restrictions
Pâte à tartiner,Poulain,"en:milk, en:nuts",False,True,True,False,False,False,Declared allergens + Dietary restrictions
Super Poulain,Poulain,en:soybeans,False,False,False,True,False,False,Declared allergens + Dietary restrictions
chocolat en poudre,Poulain,,False,False,False,False,False,False,Dietary restrictions
Madagascar Dark Chocolate tummasuklaa,Preferred Selection,en:soybeans,False,False,False,True,False,False,Declared allergens + Dietary restrictions
La crème des chefs ferme et onctueuse gastronomique,President,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Meersalz Butter,President,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Le Bio Orange,Pressade,,False,False,False,False,False,False,Dietary restrictions
Nectar de pommes - Doux - Bio,Pressade,,False,False,False,False,False,False,Dietary restrictions
Huile d'olive vierge extra,Primadonna,,False,False,False,False,False,False,Dietary restrictions
Tartine & cuisson doux à tartiner et à cuire,Primevere,,False,False,False,False,False,False,Dietary restrictions
Primevère Tartine & Cuisson,Primevère,,False,False,False,False,False,False,Dietary restrictions
Primevère bio doux tartine & cuisson,Primevère,,False,False,False,False,False,False,Dietary restrictions
Primevère doux sans huile de palme,Primevère,,False,False,False,False,False,False,Dietary restrictions
Tartine & Cuisson 100% végétal,Primevère,,False,False,False,False,False,False,Dietary restrictions
Tartine Doux,Primevère,,False,False,False,False,False,False,Dietary restrictions
Tartine demi-sel 100% végétal,Primevère,,False,False,False,False,False,False,Dietary restrictions
Barbeque,Pringles,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Pringles,Pringles,"en:gluten, en:milk, en:gluten, en:milk, en:soybeans",True,True,False,True,False,False,Declared allergens + Dietary restrictions
Pringles Cașcaval,Pringles,"en:gluten, en:milk",True,True,False,False,False,False,Declared allergens + Dietary restrictions
Pringles Original,Pringles,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Pringles Paprika,Pringles,"en:gluten, en:milk",True,True,False,False,False,False,Declared allergens + Dietary restrictions
Pringles Salt & Vinegar,Pringles,"en:gluten, en:milk",True,True,False,False,False,False,Declared allergens + Dietary restrictions
Pringles Sare,Pringles,"en:gluten, en:soybeans",True,False,False,True,False,False,Declared allergens + Dietary restrictions
Pringles classic paprika,Pringles,"en:gluten, en:milk",True,True,False,False,False,False,Declared allergens + Dietary restrictions
Pringles sour cream & onion,Pringles,"en:gluten, en:milk, fr:laktose, fr:milch, fr:milcheiweiss, fr:weizenstarke",True,True,False,False,False,False,Declared allergens + Dietary restrictions
Sour Cream & Onion,Pringles,"en:gluten, en:milk",True,True,False,False,False,False,Declared allergens + Dietary restrictions
Sour Cream & Onion chips,Pringles,"en:gluten, en:milk",True,True,False,False,False,False,Declared allergens + Dietary restrictions
Pringles Original,"Pringles,Kellogg's",en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Pringles Sour Cream,"Pringles,Kellogg's","en:gluten, en:milk",True,True,False,False,False,False,Declared allergens + Dietary restrictions
Картофельные чипсы со вкусом парики,"Pringles,Kellogg's","en:gluten, en:milk",True,True,False,False,False,False,Declared allergens + Dietary restrictions
ProActiv,ProActiv,,False,False,False,False,False,False,Dietary restrictions
ProActiv Margarine Tartine,ProActiv,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Caramelised popcorn seasoned with sea salt,Proper,,False,False,False,False,False,False,Dietary restrictions
Proper Corn Sea Salted Popcorn,Proper,,False,False,False,False,False,False,Dietary restrictions
Proper corn sea salt,Proper,,False,False,False,False,False,False,Dietary restrictions
Salt & Vinegar Lentil Chips,Proper,,False,False,False,False,False,False,Dietary restrictions
Sea Salted popcorn,Proper,,False,False,False,False,False,False,Dietary restrictions
Barbecue Lentil Chips,Proper Chips,,False,False,False,False,False,False,Dietary restrictions
Sea Salt Lentil Chips,Proper Chips,,False,False,False,False,False,False,Dietary restrictions
Salted Microwave Popcorn,Proper Corn,,False,False,False,False,False,False,Dietary restrictions
Sweet & Salty Popcorn,Proper Corn,,False,False,False,False,False,False,Dietary restrictions
Sweet & Salty Popcorn,Propercorn,,False,False,False,False,False,False,Dietary restrictions
Beurre Tendre Demi Sel,Président,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Beurre doux gastronomique,Président,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Beurre gastronomique demi-sel,Président,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Coulommiers 21%,Président,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Crème fraîche gastronomique,Président,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
beurre,Président,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
le Brie président,Président,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Краве масло 82%,Président,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
BIO Basmati Reis Vollkorn,"Pueblo Lindo, Nur Nur Natur",,False,False,False,False,False,False,Dietary restrictions
Huile d'Olive Vierge Extra,Puget,,False,False,False,False,False,False,Dietary restrictions
Huile d'olive,Puget,,False,False,False,False,False,False,Dietary restrictions
Huile d'olive vierge extra - Bio,Puget,,False,False,False,False,False,False,Dietary restrictions
Vinaigrette Balsamique Ciboulette - Echalotes,Puget,,False,False,False,False,False,False,Dietary restrictions
"Vinaigrette légèrevinaigre balsamique tomates et tomates séchée",Puget,en:sulphur-dioxide-and-sulphites,False,False,False,False,False,False,Declared allergens + Dietary restrictions
BLE 70CL DELICES AGRUMES PULCO,Pulco,en:orange,False,False,False,False,False,False,Declared allergens + Dietary restrictions
BLE 70CL ORANGE CITRON PULCO,Pulco,en:orange,False,False,False,False,False,False,Declared allergens + Dietary restrictions
BLE 70CL PULCO CITRON VERT,Pulco,,False,False,False,False,False,False,Dietary restrictions
Citronnade,Pulco,,False,False,False,False,False,False,Dietary restrictions
Sirop citron vert et menthe,Pulco,,False,False,False,False,False,False,Dietary restrictions
Buttery Taste Dairy Free,Pure,,False,False,False,False,False,False,Dietary restrictions
Poudre stevia,Pure Via,,False,False,False,False,False,False,Dietary restrictions
Stevia,"Pure Via, Whole Earth, Whole Earth Sweetener Co.",,False,False,False,False,False,False,Dietary restrictions
Lait demi-ecrémé,Pâturages,"en:milk, en:sulphur-dioxide-and-sulphites",False,True,False,False,False,False,Declared allergens + Dietary restrictions
Lait uht 1/2 ecreme bio bt 1l,Pâturages,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
"Fromage blanc 3,2% de matière grasse","Pâturages, Sélection Intermarché",en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Krisprolls - Wholegrain Complets,Pågen,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Krisprolls complets,Pågen,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Gifflar Cannelle,"Pågen,Gifflar","en:eggs, en:gluten, en:milk, en:nuts",True,True,True,False,True,False,Declared allergens + Dietary restrictions
Brandade de Morue parmentière 2 personnes,Pêcheries Basques,"en:fish, en:gluten",True,False,False,False,False,True,Declared allergens + Dietary restrictions
GOLDEN SYRUP FLAVOUR MICROWAVEABLE OATS,QUAKER OAT SO SIMPLE,,False,False,False,False,False,False,Dietary restrictions
quaker golden syrup,Quacker (Oat So Simple),en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Cruesli Chocolat noir,Quaker,"en:gluten, en:soybeans",True,False,False,True,False,False,Declared allergens + Dietary restrictions
Flocons d'avoine complète,Quaker,,False,False,False,False,False,False,Dietary restrictions
Jumbo Rolled Oats,Quaker,,False,False,False,False,False,False,Dietary restrictions
Muesli Croustillant Noix de pécan & noix du Brésil,Quaker,"en:gluten, en:nuts",True,False,True,False,False,False,Declared allergens + Dietary restrictions
Original Microwaveable Oats,Quaker,,False,False,False,False,False,False,Dietary restrictions
Quaker Cruesli Chocolat au lait,Quaker,"en:gluten, en:milk, en:sesame-seeds, en:soybeans",True,True,False,True,False,False,Declared allergens + Dietary restrictions
Quaker Flocons d'avoine,Quaker,,False,False,False,False,False,False,Dietary restrictions
Quick oats,Quaker,,False,False,False,False,False,False,Dietary restrictions
cruesly mélange de noix,Quaker,"en:gluten, en:nuts, fr:avoine",True,False,True,False,False,False,Declared allergens + Dietary restrictions
100% Whole Grain Rolled Oats Old Fashioned,Quaker Oats,,False,False,False,False,False,False,Dietary restrictions
Flocons d'avoine complète,Quaker Oats,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Oat so Simple Original,"Quaker, Quaker Oats",,False,False,False,False,False,False,Dietary restrictions
Quaker Cruesli Frutta Secca,"Quaker,PepsiCo","en:gluten, en:nuts",True,False,True,False,False,False,Declared allergens + Dietary restrictions
Mince,Quorn,"en:eggs, en:gluten, en:eggs, en:gluten, en:mycoprotein",True,False,False,False,True,False,Declared allergens + Dietary restrictions
Quorn pieces,Quorn,en:eggs,False,False,False,False,True,False,Declared allergens + Dietary restrictions
Smoky Ham Free Slices,Quorn,en:mycoprotein,False,False,False,False,False,False,Declared allergens + Dietary restrictions
Eau minérale gazeuse,Quézac,,False,False,False,False,False,False,Dietary restrictions
Le yaourt nature,RAFII,,False,False,False,False,False,False,Dietary restrictions
Frommage fondu,REWE Beste Wahl,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
faisselle,RIANS,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
MEAT-FREE TASTY SAUSAGES,RICHMOND,"en:gluten, en:soybeans",True,False,False,True,False,False,Declared allergens + Dietary restrictions
Nocciolata - Pâte à tartiner au cacao et noisettes,RIGONI DI ASIAGO BIO,"en:nuts, en:soybeans",False,False,True,True,False,False,Declared allergens + Dietary restrictions
Cioccolato Nocciole intere,RITTER SPORT,"en:milk, en:nuts, en:soybeans",False,True,True,True,False,False,Declared allergens + Dietary restrictions
the ORIGINAL CRACKER,RITZ,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Seeded bloomer,ROWAN HILL BAKERY,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
CRISP BREAD Blackpepper,RYVITA,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Multigrain Crispbread,RYVITA,"en:gluten, en:sesame-seeds, en:soybeans",True,False,False,True,False,False,Declared allergens + Dietary restrictions
PUMPKIN SEED & OAT CRISPBREAD,RYVITA,"en:gluten, en:sesame-seeds",True,False,False,False,False,False,Declared allergens + Dietary restrictions
crackerbread,RYVITA,"en:gluten, en:milk",True,True,False,False,False,False,Declared allergens + Dietary restrictions
Divine Rice Traditional,Rachel's organic,"en:eggs, en:milk",False,True,False,False,True,False,Declared allergens + Dietary restrictions
Bonbons,Raffaello Confetteria,"en:gluten, en:milk, en:nuts, en:soybeans",True,True,True,True,False,False,Declared allergens + Dietary restrictions
Douceur de fromage,Rafii,,False,False,False,False,False,False,Dietary restrictions
Jamila Maxi,Raibi Jamila,,False,False,False,False,False,False,Dietary restrictions
Rama Margarine,"Rama,Upfield Deutschland",,False,False,False,False,False,False,Dietary restrictions
Heavenly Houmous,Ramona's,en:sesame-seeds,False,False,False,False,False,False,Declared allergens + Dietary restrictions
Ramona's Heavenly Houmous Jalapeño,Ramona's,"en:celery, en:mustard, en:sesame-seeds",False,False,False,False,False,False,Declared allergens + Dietary restrictions
Rana spinach and ricotta fresh tortelloni,Rana,"en:eggs, en:gluten, en:milk",True,True,False,False,True,False,Declared allergens + Dietary restrictions
mushroom & mascarpone tortelloni,Rana,"en:eggs, en:gluten, en:milk",True,True,False,False,True,False,Declared allergens + Dietary restrictions
Bionella,"Rapunzel,Bionella","en:lupin, en:nuts",False,False,True,False,False,False,Declared allergens + Dietary restrictions
Lentilles Cuisinées à l'Auvergnate,Raynal & Roquelaure,"en:celery, en:gluten",True,False,False,False,False,False,Declared allergens + Dietary restrictions
Lentilles cuisinées à l'Auvergnate,Raynal et Roquelaure,"en:celery, en:gluten",True,False,False,False,False,False,Declared allergens + Dietary restrictions
Super smooth porridge imp,"Ready break, Weetabix",,False,False,False,False,False,False,Dietary restrictions
Ready brek original smooth porridge oats,Ready brek,,False,False,False,False,False,False,Dietary restrictions
Corn Thins Original,Real Foods,"en:sesame-seeds, en:soybeans",False,False,False,True,False,False,Declared allergens + Dietary restrictions
Lait de coco,Real Thai,,False,False,False,False,False,False,Dietary restrictions
ENERGY DRINK,Red Bull,,False,False,False,False,False,False,Dietary restrictions
Red Bull,Red Bull,,False,False,False,False,False,False,Dietary restrictions
Red Bull Energydrink Classic,Red Bull,,False,False,False,False,False,False,Dietary restrictions
Red Bull Sugarfree,Red Bull,es:fenilalanina,False,False,False,False,False,False,Declared allergens + Dietary restrictions
25 cl Red Bull - Energy Drink,"Red Bull, حلال",,False,False,False,False,False,False,Dietary restrictions
Biscuits Tacos,Reda Food,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
KÉFIR,Reina,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Pâte à tartiner noisettes,Revey Tchico,"en:milk, en:nuts, en:soybeans",False,True,True,True,False,False,Declared allergens + Dietary restrictions
Süßstoff,"Rewe, ja!",,False,False,False,False,False,False,Dietary restrictions
Blackcurrant Squash,Ribena,,False,False,False,False,False,False,Dietary restrictions
Pastis de Marseille,Ricard,,False,False,False,False,False,False,Dietary restrictions
50G RICOLA CITRON MELISSE,Ricola,,False,False,False,False,False,False,Dietary restrictions
50G RICOLA FRAMBOISE MELISSE,Ricola,,False,False,False,False,False,False,Dietary restrictions
Nocciolata,Rigoni Di Asiago,"en:milk, en:nuts, en:soybeans",False,True,True,True,False,False,Declared allergens + Dietary restrictions
Nocciolata Bianca,Rigoni di Asiago,"en:milk, en:nuts, en:soybeans",False,True,True,True,False,False,Declared allergens + Dietary restrictions
Nocciolata bio,Rigoni di Asiago,"en:milk, en:nuts, en:soybeans",False,True,True,True,False,False,Declared allergens + Dietary restrictions
Nocciolata crunchy,Rigoni di Asiago,"en:milk, en:nuts, en:soybeans",False,True,True,True,False,False,Declared allergens + Dietary restrictions
rinomicine,Rinomicine,,False,False,False,False,False,False,Dietary restrictions
Buscalios,Risi,,False,False,False,False,False,False,Dietary restrictions
Onduladas campesinas,Risi,,False,False,False,False,False,False,Dietary restrictions
Puur hele hazelnoot,Ritter Sport,"en:eggs, en:gluten, en:milk, en:nuts, en:peanuts, en:soybeans, en:milk",True,True,True,True,True,False,Declared allergens + Dietary restrictions
The Original Cracker,Ritz Bakery,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Cream Crackers,Rivercote,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Grissini Breadstick,Rivercote,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Lightly Salted Corn Cakes,Rivercote,,False,False,False,False,False,False,Dietary restrictions
MULTI-SEED FLATBREAD THINS,Rivercote,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
