product_name,brand,declared_allergens,contains_gluten,contains_dairy,contains_nuts,contains_soy,contains_eggs,contains_fish,source_dataset
41022,,,False,False,False,False,False,False,Dietary restrictions
6111184009520,,,False,False,False,False,False,False,Dietary restrictions
6111259344068,,"en:milk, en:nuts, en:soybeans",False,True,True,True,False,False,Declared allergens + Dietary restrictions
6111259345782,,,False,False,False,False,False,False,Dietary restrictions
6111259347106,,,False,False,False,False,False,False,Dietary restrictions
6111265930385&quot;,,,False,False,False,False,False,False,Dietary restrictions
8643729134216,,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
AQUAFINA,,,False,False,False,False,False,False,Dietary restrictions
Ain Soltan,,,False,False,False,False,False,False,Dietary restrictions
Ain soltane 50cl,,,False,False,False,False,False,False,Dietary restrictions
Albane,,,False,False,False,False,False,False,Dietary restrictions
Aqua sierra nevada,,,False,False,False,False,False,False,Dietary restrictions
Asta black,,,False,False,False,False,False,False,Dietary restrictions
Aïn Ifrane,,,False,False,False,False,False,False,Dietary restrictions
Aïn saïss,,,False,False,False,False,False,False,Dietary restrictions
AïnIfrane,,,False,False,False,False,False,False,Dietary restrictions
Bahia,,,False,False,False,False,False,False,Dietary restrictions
Balsamic Vinegar of Modena,,en:sulphur-dioxide-and-sulphites,False,False,False,False,False,False,Declared allergens + Dietary restrictions
Beurre badaouia,,,False,False,False,False,False,False,Dietary restrictions
Breton,,,False,False,False,False,False,False,Dietary restrictions
Chargement…,,,False,False,False,False,False,False,Dietary restrictions
Chips chili,,,False,False,False,False,False,False,Dietary restrictions
Chocao energie,,,False,False,False,False,False,False,Dietary restrictions
Confiture de figue,,,False,False,False,False,False,False,Dietary restrictions
Confiture de fraise,,,False,False,False,False,False,False,Dietary restrictions
Cosumar Sucre Granule - Granulated Sugar,,,False,False,False,False,False,False,Dietary restrictions
Creem cheese,,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Crem,,,False,False,False,False,False,False,Dietary restrictions
Cristal huile de table,,en:soybeans,False,False,False,True,False,False,Declared allergens + Dietary restrictions
Dalaa 550 feuilles,,,False,False,False,False,False,False,Dietary restrictions
Danao frz limon hh,,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Danino,,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
DoliGrippe,,,False,False,False,False,False,False,Dietary restrictions
Doliprane,,,False,False,False,False,False,False,Dietary restrictions
Donut milky,,"en:eggs, en:gluten, en:milk, en:soybeans",True,True,False,True,True,False,Declared allergens + Dietary restrictions
Dtink happy ana,,,False,False,False,False,False,False,Dietary restrictions
Duval sirop de menthe 750 ML,,,False,False,False,False,False,False,Dietary restrictions
Eau mineral 33cl aman,,,False,False,False,False,False,False,Dietary restrictions
Eau minérale,,,False,False,False,False,False,False,Dietary restrictions
El Mejor chef fromage 16p,,,False,False,False,False,False,False,Dietary restrictions
FONDU Khayrat 64p,,,False,False,False,False,False,False,Dietary restrictions
Fakiat,,,False,False,False,False,False,False,Dietary restrictions
Familia 200g,,en:soybeans,False,False,False,True,False,False,Declared allergens + Dietary restrictions
Flan,,,False,False,False,False,False,False,Dietary restrictions
Flan japan,,,False,False,False,False,False,False,Dietary restrictions
Flocons d’avoine,,,False,False,False,False,False,False,Dietary restrictions
Fondu or blanc cheddar 16p,,,False,False,False,False,False,False,Dietary restrictions
Fromage,,,False,False,False,False,False,False,Dietary restrictions
Ghayt,,,False,False,False,False,False,False,Dietary restrictions
Growers Harvest Tomato Purée,,,False,False,False,False,False,False,Dietary restrictions
HAWAI ANANAS 1l,,,False,False,False,False,False,False,Dietary restrictions
Hala,,en:soybeans,False,False,False,True,False,False,Declared allergens + Dietary restrictions
Hohos,,"en:eggs, en:gluten, en:milk, en:eggs, en:gluten, en:milk, en:nuts, en:soybeans",True,True,True,True,True,False,Declared allergens + Dietary restrictions
HuilOr - RICHE EN Vitamine E Oméga 3 et 6,,,False,False,False,False,False,False,Dietary restrictions
Huile de grignon d’olive,,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
ICE PULPA CITRON,,,False,False,False,False,False,False,Dietary restrictions
Ice Pulpe Orange 1.5cl,,,False,False,False,False,False,False,Dietary restrictions
Ilkgün,,,False,False,False,False,False,False,Dietary restrictions
Ita Isabel Tu?czyk w Pomid. 80gW&quot;,,,False,False,False,False,False,False,Dietary restrictions
Kelderman Dutch Stone Baked Rye Bread 9 Slices,,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Khayrate,,,False,False,False,False,False,False,Dietary restrictions
LA HOLLANDAISE CLASSIQUE 64P,,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
La delicieuse,,,False,False,False,False,False,False,Dietary restrictions
Lait,,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Le berger From blanc Nat,,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Leader Chips saveur Sel,,,False,False,False,False,False,False,Dietary restrictions
Levure rafiaa,,,False,False,False,False,False,False,Dietary restrictions
Lio produit,,,False,False,False,False,False,False,Dietary restrictions
MARG FAMILIA 400G,,en:soybeans,False,False,False,True,False,False,Declared allergens + Dietary restrictions
Marhaba,,"en:milk, en:nuts, en:soybeans",False,True,True,True,False,False,Declared allergens + Dietary restrictions
Matina,,,False,False,False,False,False,False,Dietary restrictions
Mayfine,,en:sulphur-dioxide-and-sulphites,False,False,False,False,False,False,Declared allergens + Dietary restrictions
Mayonnaise,,en:eggs,False,False,False,False,True,False,Declared allergens + Dietary restrictions
Maïs Doux,,,False,False,False,False,False,False,Dietary restrictions
Mejora,,"en:milk, en:nuts, en:soybeans",False,True,True,True,False,False,Declared allergens + Dietary restrictions
Miel,,,False,False,False,False,False,False,Dietary restrictions
Moutarde,,en:mustard,False,False,False,False,False,False,Declared allergens + Dietary restrictions
Nido,,,False,False,False,False,False,False,Dietary restrictions
Noisetta,,,False,False,False,False,False,False,Dietary restrictions
Nutabella,,,False,False,False,False,False,False,Dietary restrictions
OK Sauce Algérienne,,"en:eggs, en:mustard",False,False,False,False,True,False,Declared allergens + Dietary restrictions
Oleor,,,False,False,False,False,False,False,Dietary restrictions
Or Blanc,,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Original Doux & crémeux,,,False,False,False,False,False,False,Dietary restrictions
Oulmes,,,False,False,False,False,False,False,Dietary restrictions
Oulmes virgin mojito,,,False,False,False,False,False,False,Dietary restrictions
Pampers complete clean aloe Vera,,,False,False,False,False,False,False,Dietary restrictions
Peanut butter,,,False,False,False,False,False,False,Dietary restrictions
Pescada,,,False,False,False,False,False,False,Dietary restrictions
Petit frais,,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Petits fours financiers,,,False,False,False,False,False,False,Dietary restrictions
Pikota,,,False,False,False,False,False,False,Dietary restrictions
Poms 2,,,False,False,False,False,False,False,Dietary restrictions
Press up,,,False,False,False,False,False,False,Dietary restrictions
Pâte à tartiner amandes lait cacao,,,False,False,False,False,False,False,Dietary restrictions
Rafiaa,,,False,False,False,False,False,False,Dietary restrictions
Rafii,,,False,False,False,False,False,False,Dietary restrictions
Raib du bled,,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Rhumix,,,False,False,False,False,False,False,Dietary restrictions
SALIM LBEN 440G,,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
SWEET,,,False,False,False,False,False,False,Dietary restrictions
Salim,,,False,False,False,False,False,False,Dietary restrictions
Sidi Ali Kids,,,False,False,False,False,False,False,Dietary restrictions
Sidi Harazem,,,False,False,False,False,False,False,Dietary restrictions
Smoozy,,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Sucre arome fleur d’oranger,,,False,False,False,False,False,False,Dietary restrictions
Tchicolata,,"en:milk, en:nuts, en:soybeans",False,True,True,True,False,False,Declared allergens + Dietary restrictions
The vert de chine,,,False,False,False,False,False,False,Dietary restrictions
Thon entier à l'huile,,,False,False,False,False,False,False,Dietary restrictions
Thon à l'huile végétale,,en:fish,False,False,False,False,False,True,Declared allergens + Dietary restrictions
Tobigo,,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Vaselene,,,False,False,False,False,False,False,Dietary restrictions
Wheat Bisks,,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Yankee,,"en:peanuts, en:soybeans",False,False,True,True,False,False,Declared allergens + Dietary restrictions
Yaourt ferme,,,False,False,False,False,False,False,Dietary restrictions
asirri avocat,,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
campo verde slice,,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
dalaa,,,False,False,False,False,False,False,Dietary restrictions
delicimou chocolat,,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
elviva,,,False,False,False,False,False,False,Dietary restrictions
fanta tops lemon 1.5l,,,False,False,False,False,False,False,Dietary restrictions
fondiz slices 24p,,,False,False,False,False,False,False,Dietary restrictions
fromage perly 64p,,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
hassan,,,False,False,False,False,False,False,Dietary restrictions
java timor 45g,,,False,False,False,False,False,False,Dietary restrictions
jempo,,,False,False,False,False,False,False,Dietary restrictions
la hollandaisr  8 p classique,,,False,False,False,False,False,False,Dietary restrictions
la vache qui rit,,,False,False,False,False,False,False,Dietary restrictions
la vache qui rit 24,,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
levure pâtisserie,,,False,False,False,False,False,False,Dietary restrictions
predator,,,False,False,False,False,False,False,Dietary restrictions
ptit dan up 2.50dh SpongeBob,,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
raouia,,en:soybeans,False,False,False,True,False,False,Declared allergens + Dietary restrictions
signal,,,False,False,False,False,False,False,Dietary restrictions
slice burger viva,,,False,False,False,False,False,False,Dietary restrictions
soy sauce,,,False,False,False,False,False,False,Dietary restrictions
sucre granulé,,,False,False,False,False,False,False,Dietary restrictions
tomakas,,,False,False,False,False,False,False,Dietary restrictions
vache qui rit 64p,,,False,False,False,False,False,False,Dietary restrictions
Pâtes spaghettoni n°7 500g,"166, 43122 Parma - Italy, Barilla, Barilla - Barilla G. e R. Fratelli - Società per Azioni - Via Mantova, 166 Barilla",en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
1664,"1664 Blonde,Kronenbourg","en:gluten, en:anhydride-sulfureux-et-sulfites, fr:alcool",True,False,False,False,False,False,Declared allergens + Dietary restrictions
3D's Bugles goût nature,"3D's Bugles, BENENUTS, LAYS, Lay's",en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Herbamare original,A.Vogel,en:celery,False,False,False,False,False,False,Declared allergens + Dietary restrictions
Pure collagen,ACTION,,False,False,False,False,False,False,Dietary restrictions
Afia,AFIA,en:soybeans,False,False,False,True,False,False,Declared allergens + Dietary restrictions
Afia huile de table,AFIA,en:soybeans,False,False,False,True,False,False,Declared allergens + Dietary restrictions
Huile d'olive vierge de Maroc,ALHORRA,,False,False,False,False,False,False,Dietary restrictions
100% issu des fruits fraise,ANDROS,,False,False,False,False,False,False,Dietary restrictions
اكوافينا,AQUAFINA,,False,False,False,False,False,False,Dietary restrictions
Creamy Greek Style Yogurt,ASDA,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Greek Style Yogurt,ASDA,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
MALTED WHEATIES,ASDA,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Lyle's Golden Syrup,Abram Lyle & Sons,,False,False,False,False,False,False,Dietary restrictions
Aceto Balsamico Di Modena,Acentino,,False,False,False,False,False,False,Dietary restrictions
Almond No Sugars,Acti Leaf,en:nuts,False,False,True,False,False,False,Declared allergens + Dietary restrictions
Oat Milk,Actileaf,,False,False,False,False,False,False,Dietary restrictions
Unsweetened UHT Soya Drink,Actileaf,en:soybeans,False,False,False,True,False,False,Declared allergens + Dietary restrictions
All purpose,Action,,False,False,False,False,False,False,Dietary restrictions
Activia bifidus cereales 120 g x 4 muesli,"Activia, Activia yoghurt cereals/fibres, Danone","en:gluten, en:milk, en:nuts",True,True,True,False,False,False,Declared allergens + Dietary restrictions
Activia muesli graines de chia framboise,"Activia, Activia yoghurt cereals/fibres, Danone","en:gluten, en:milk, en:sesame-seeds",True,True,False,False,False,False,Declared allergens + Dietary restrictions
Activia bifidus nature 125g x 4,"Activia, Activia yoghurt nature, Danone",en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Activia bifidus saveur citron,"Activia, Danone",en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Roggen Vollkornbrot,Afischer,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Aicha Double Concentré De Tomates 140 G,Aicha,,False,False,False,False,False,False,Dietary restrictions
Aicha Tomate,Aicha,,False,False,False,False,False,False,Dietary restrictions
Aicha Tomato Paste,Aicha,,False,False,False,False,False,False,Dietary restrictions
Concentré de tomates,Aicha,,False,False,False,False,False,False,Dietary restrictions
Concentré de tomates Aicha,Aicha,,False,False,False,False,False,False,Dietary restrictions
Double concentre de tomate,Aicha,,False,False,False,False,False,False,Dietary restrictions
Double concentré de tomates,Aicha,,False,False,False,False,False,False,Dietary restrictions
Aiguebelle,Aiguebelle,,False,False,False,False,False,False,Dietary restrictions
Aiguebelle Mini Chocolate,Aiguebelle,,False,False,False,False,False,False,Dietary restrictions
Aiguebelle mini,Aiguebelle,,False,False,False,False,False,False,Dietary restrictions
Caobel,Aiguebelle,,False,False,False,False,False,False,Dietary restrictions
Chocolat Dessert Noir 55%,Aiguebelle,en:soybeans,False,False,False,True,False,False,Declared allergens + Dietary restrictions
Chocolat Tentation Noir Gourmand Amandes,Aiguebelle,"en:nuts, en:soybeans",False,False,True,True,False,False,Declared allergens + Dietary restrictions
Dessert 72%,Aiguebelle,en:soybeans,False,False,False,True,False,False,Declared allergens + Dietary restrictions
Mini delice amandes,Aiguebelle,,False,False,False,False,False,False,Dietary restrictions
Napolitain noir,Aiguebelle,en:soybeans,False,False,False,True,False,False,Declared allergens + Dietary restrictions
Poudre de cacao,Aiguebelle,,False,False,False,False,False,False,Dietary restrictions
Tentation,Aiguebelle,en:soybeans,False,False,False,True,False,False,Declared allergens + Dietary restrictions
Tentation aiguebelle,Aiguebelle,en:soybeans,False,False,False,True,False,False,Declared allergens + Dietary restrictions
délice noir,Aiguebelle,,False,False,False,False,False,False,Dietary restrictions
tentation croque lait aux noisettes suprêmes,Aiguebelle,"en:milk, en:nuts, en:soybeans",False,True,True,True,False,False,Declared allergens + Dietary restrictions
Ain Atlas,Ain Atlas,,False,False,False,False,False,False,Dietary restrictions
Eau,Ain Soltane,,False,False,False,False,False,False,Dietary restrictions
Eau minéral naturelle,Ain atlas,,False,False,False,False,False,False,Dietary restrictions
Aïn Ifran Eau minérale naturelle,Ain ifrane,,False,False,False,False,False,False,Dietary restrictions
Jben AKNAZ,Aknaz,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Nectar Orange,Al Boustane,,False,False,False,False,False,False,Dietary restrictions
Al'fez | Harissa,Al'fez,,False,False,False,False,False,False,Dietary restrictions
Le bon lait,Albane,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Smoozy,Albane,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Crunchy Peanut Butter,"Alcafé, Whole Earth",en:peanuts,False,False,True,False,False,False,Declared allergens + Dietary restrictions
2 Stonebaked Baguettes,Aldi,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Aldi Slightly Salted Rice Cake,Aldi,,False,False,False,False,False,False,Dietary restrictions
Bagels,Aldi,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
"Butternut squash, tomato & basil Falafel",Aldi,,False,False,False,False,False,False,Dietary restrictions
CIABATTA ROLLS,Aldi,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Chick Peas,Aldi,,False,False,False,False,False,False,Dietary restrictions
Chunky chopped tomatoes,Aldi,,False,False,False,False,False,False,Dietary restrictions
Classic Strawberry,Aldi,,False,False,False,False,False,False,Dietary restrictions
Everyday Essentials Soya Unsweetened,Aldi,en:soybeans,False,False,False,True,False,False,Declared allergens + Dietary restrictions
Gourmet Sea Salt Savoury crackers,Aldi,"en:gluten, en:milk",True,True,False,False,False,False,Declared allergens + Dietary restrictions
Lemon juice,Aldi,,False,False,False,False,False,False,Dietary restrictions
Lightly salted tortilla chips,Aldi,,False,False,False,False,False,False,Dietary restrictions
Pesto Basil,Aldi,"en:eggs, en:milk, en:nuts",False,True,True,False,True,False,Declared allergens + Dietary restrictions
Puglian Extra Virgin Oil,Aldi,,False,False,False,False,False,False,Dietary restrictions
Red and white quinoa,Aldi,,False,False,False,False,False,False,Dietary restrictions
Tiger Bloomer,Aldi,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
dried mango,Aldi,,False,False,False,False,False,False,Dietary restrictions
Coconut milk,"Aldi, Asia Specialities",,False,False,False,False,False,False,Dietary restrictions
Tartines croquantes,"Aldi, Simplement Bon et Bio","en:gluten, en:milk, en:sesame-seeds",True,True,False,False,False,False,Declared allergens + Dietary restrictions
Black Pepper Savoury Crackers,"Aldi, Specially Selected","en:gluten, en:milk",True,True,False,False,False,False,Declared allergens + Dietary restrictions
Oat Milk (Barista Style),"Aldi,Acti Leaf",en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Medium Egg Noodles,"Aldi,Asia Specialities","en:eggs, en:gluten",True,False,False,False,True,False,Declared allergens + Dietary restrictions
British unsalted butter,"Aldi,Cowbelle",en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Harvest Morn Granola Raisin & Almond,"Aldi,Harvest Morn",en:nuts,False,False,True,False,False,False,Declared allergens + Dietary restrictions
Ancient Grains Farmhouse Bread,"Aldi,Specially Selected",en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Almonds natural,Alesto,en:nuts,False,False,True,False,False,False,Declared allergens + Dietary restrictions
Amandes grillées salées,Alesto,"en:nuts, en:mandeln",False,False,True,False,False,False,Declared allergens + Dietary restrictions
Californian Pistachios - Roasted & Salted,Alesto,en:nuts,False,False,True,False,False,False,Declared allergens + Dietary restrictions
Cashewkerne,Alesto,en:nuts,False,False,True,False,False,False,Declared allergens + Dietary restrictions
Cashews roasted & salted,Alesto,en:nuts,False,False,True,False,False,False,Declared allergens + Dietary restrictions
Dried Mango,Alesto,en:sulphur-dioxide-and-sulphites,False,False,False,False,False,False,Declared allergens + Dietary restrictions
Dried Soft Apricots,Alesto,en:sulphur-dioxide-and-sulphites,False,False,False,False,False,False,Declared allergens + Dietary restrictions
Mix di frutta secca,Alesto,"en:nuts, en:sulphur-dioxide-and-sulphites",False,False,True,False,False,False,Declared allergens + Dietary restrictions
Mixed Nuts,Alesto,en:nuts,False,False,True,False,False,False,Declared allergens + Dietary restrictions
Mélange de noix et d'olives,Alesto,"en:nuts, en:peanuts, en:soybeans",False,False,True,True,False,False,Declared allergens + Dietary restrictions
Mélange de noix et pistaches,Alesto,"en:eggs, en:gluten, en:nuts, en:peanuts",True,False,True,False,True,False,Declared allergens + Dietary restrictions
Noisettes grillées,Alesto,en:nuts,False,False,True,False,False,False,Declared allergens + Dietary restrictions
Noix de cajou & cranberries,Alesto,en:nuts,False,False,True,False,False,False,Declared allergens + Dietary restrictions
PEANUTS ROASTED & SALTED,Alesto,en:peanuts,False,False,True,False,False,False,Declared allergens + Dietary restrictions
Paahdettu maapähkinä,Alesto,en:peanuts,False,False,True,False,False,False,Declared allergens + Dietary restrictions
Seed Mix,Alesto,,False,False,False,False,False,False,Dietary restrictions
Soft Pitted Dates,Alesto,,False,False,False,False,False,False,Dietary restrictions
Walnusskerne naturbelassen,Alesto,en:nuts,False,False,True,False,False,False,Declared allergens + Dietary restrictions
Walnuts XXL,Alesto,en:nuts,False,False,True,False,False,False,Declared allergens + Dietary restrictions
Whole Chia Seeds,Alesto,,False,False,False,False,False,False,Dietary restrictions
Pecan Nuts natural,Alesto Selection,en:nuts,False,False,True,False,False,False,Declared allergens + Dietary restrictions
Nussmix,"Alesto, Alesto Selection",en:nuts,False,False,True,False,False,False,Declared allergens + Dietary restrictions
Datteln,"Alesto, LIDL",,False,False,False,False,False,False,Dietary restrictions
Cashew Nuts XXL,"Alesto, LIDL Alesto",en:nuts,False,False,True,False,False,False,Declared allergens + Dietary restrictions
Mangostreifen getrocknet,"Alesto, Lidl",en:sulphur-dioxide-and-sulphites,False,False,False,False,False,False,Declared allergens + Dietary restrictions
Nut & Fruit Mix Classic,"Alesto, Lidl","en:nuts, en:peanuts",False,False,True,False,False,False,Declared allergens + Dietary restrictions
Pistaches de Californie,"Alesto, Lidl",en:nuts,False,False,True,False,False,False,Declared allergens + Dietary restrictions
Roasted Cashew-Peanut-Mix Honey & Salt,"Alesto, Lidl","en:nuts, en:peanuts",False,False,True,False,False,False,Declared allergens + Dietary restrictions
Brazil Nuts,"Alesto, Lidl, Lidl Alesto",en:nuts,False,False,True,False,False,False,Declared allergens + Dietary restrictions
Amandes Décortiquées,"Alesto,LIDL",en:nuts,False,False,True,False,False,False,Declared allergens + Dietary restrictions
Cacao & Orange 5 Raw Fruit & Nut Bars,"Alesto,Lidl",en:nuts,False,False,True,False,False,False,Declared allergens + Dietary restrictions
Pistacchi,AlestoLidl,en:nuts,False,False,True,False,False,False,Declared allergens + Dietary restrictions
Bebida de Avena,"Alitey,Liquats Vegetals","es:avena, es:avena",False,False,False,False,False,False,Declared allergens + Dietary restrictions
Cake fourré saveur fraise,"Allergo,Gerblé,Look",en:eggs,False,False,False,False,True,False,Declared allergens + Dietary restrictions
Allinson's Scandalous Seeds Wholemeal,Allinson's,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Classic Medium Sliced Wholemeal Bread,Allinson's,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Easy Bake Yeast,Allinson's,,False,False,False,False,False,False,Dietary restrictions
Allinsons Bread Flour,Allinson’s,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Almette Cu Smântân?,Almette,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Schoko Reis Waffeln,Alnatura,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Muesli,Alpen,"en:gluten, en:nuts",True,False,True,False,False,False,Declared allergens + Dietary restrictions
No Added Sugar Muesli imp,"Alpen, Weetabix","en:gluten, en:milk, en:nuts",True,True,True,False,False,False,Declared allergens + Dietary restrictions
Swiss Style Muesli,"Alpen,Weetabix","en:gluten, en:milk, en:nuts",True,True,True,False,False,False,Declared allergens + Dietary restrictions
Les Crozets au Sarrasin,Alpina Savoie,"en:eggs, en:gluten",True,False,False,False,True,False,Declared allergens + Dietary restrictions
Les Crozets Nature,"Alpina, Alpina Savoie","en:eggs, en:gluten",True,False,False,False,True,False,Declared allergens + Dietary restrictions
"Alpro Fermentiertes Sojaprodukt, Ungesüßt, Skyr style 400g",Alpro,"en:gluten, en:soybeans",True,False,False,True,False,False,Declared allergens + Dietary restrictions
"Alpro Joghurtalternative auf Sojabasis, Natur mit Hafer, 500 g",Alpro,"en:gluten, en:soybeans",True,False,False,True,False,False,Declared allergens + Dietary restrictions
"Alpro Mandeldrink Weiß Ungesüßt, Ungeröstet 1 LT",Alpro,en:nuts,False,False,True,False,False,False,Declared allergens + Dietary restrictions
Alpro Plantaardige variatie op yoghurt nature,Alpro,en:soybeans,False,False,False,True,False,False,Declared allergens + Dietary restrictions
"Alpro Sojadrink Original fresh mit Calcium, 1 L, 11",Alpro,en:soybeans,False,False,False,True,False,False,Declared allergens + Dietary restrictions
Barista Hafer,Alpro,"en:gluten, de:haferbasis",True,False,False,False,False,False,Declared allergens + Dietary restrictions
Boisson à l’avoine,Alpro,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
"Fermentiertes Sojaprodukt, Ungesüßt",Alpro,"en:soybeans, de:sojabasis",False,False,False,True,False,False,Declared allergens + Dietary restrictions
High Protein Soja Drink,Alpro,en:soybeans,False,False,False,True,False,False,Declared allergens + Dietary restrictions
Mandel Vanille Geschmack,Alpro,en:nuts,False,False,True,False,False,False,Declared allergens + Dietary restrictions
Nature aux Amandes - Végétal soja & amande,Alpro,"en:nuts, en:soybeans",False,False,True,True,False,False,Declared allergens + Dietary restrictions
"Not Milk 1,8",Alpro,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Oat Original,Alpro,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
Organic Soya Unsweetened U.H.T.,Alpro,en:soybeans,False,False,False,True,False,False,Declared allergens + Dietary restrictions
Soja Natur ungesüßt,Alpro,en:soybeans,False,False,False,True,False,False,Declared allergens + Dietary restrictions
Soya Drink Original,Alpro,en:soybeans,False,False,False,True,False,False,Declared allergens + Dietary restrictions
Soya Wholebean Unsweetened Drink U.H.T.,Alpro,"en:gluten, en:soybeans",True,False,False,True,False,False,Declared allergens + Dietary restrictions
Strawberry Plant-Based Alternative to Yogurt,Alpro,en:soybeans,False,False,False,True,False,False,Declared allergens + Dietary restrictions
Vanille au soja,Alpro,en:soybeans,False,False,False,True,False,False,Declared allergens + Dietary restrictions
"Alpro Fermentiertes Kokosnussprodukt, Natur, Absolutely 350g","Alpro,Danone",,False,False,False,False,False,False,Dietary restrictions
"Alpro Fermentiertes Sojaprodukt, Erdbeere, Skyr style 400g","Alpro,Danone",en:soybeans,False,False,False,True,False,False,Declared allergens + Dietary restrictions
"Alpro Fermentiertes Sojaprodukt, rote Früchte mit Datteln, ohne Zuckerzusatz 400g","Alpro,Danone",en:soybeans,False,False,False,True,False,False,Declared allergens + Dietary restrictions
"Alpro Sojadrink, Ungesüßt 1L","Alpro,Danone",en:soybeans,False,False,False,True,False,False,Declared allergens + Dietary restrictions
Coco Sans Sucres,"Alpro,Danone",,False,False,False,False,False,False,Dietary restrictions
Mango ohne Zuckerzusatz,"Alpro,Danone",en:soybeans,False,False,False,True,False,False,Declared allergens + Dietary restrictions
Natural con Coco,"Alpro,Danone",en:soybeans,False,False,False,True,False,False,Declared allergens + Dietary restrictions
Rich and indulgent Hazelnut,"Alpro,Danone",en:nuts,False,False,True,False,False,False,Declared allergens + Dietary restrictions
Soia,"Alpro,Danone",en:soybeans,False,False,False,True,False,False,Declared allergens + Dietary restrictions
Levure Chimique Alsacienne,Alsa,en:gluten,True,False,False,False,False,False,Declared allergens + Dietary restrictions
sucre arôme vanille,Alsa,,False,False,False,False,False,False,Dietary restrictions
Chocolat Noir 95% Togo,Alter Eco,,False,False,False,False,False,False,Dietary restrictions
Chocolat noir 75% Pérou,Alter Eco,,False,False,False,False,False,False,Dietary restrictions
Chocolat noir Pérou 90%,Alter Eco,,False,False,False,False,False,False,Dietary restrictions
Chocolat noir aux écorces d'orange,Alter Eco,,False,False,False,False,False,False,Dietary restrictions
Hazelnut Based Chocolate Spread,Alter Eco,"en:milk, en:nuts",False,True,True,False,False,False,Declared allergens + Dietary restrictions
Noir equitable 85% Pérou,Alter Eco,,False,False,False,False,False,False,Dietary restrictions
Sucre Cmplet Muscovado,Alter Eco,,False,False,False,False,False,False,Dietary restrictions
Alvalle Gazpacho l'original,Alvalle,,False,False,False,False,False,False,Dietary restrictions
Gazpacho Original,"Alvalle, PepsiCo",,False,False,False,False,False,False,Dietary restrictions
Natural Tahini,Al’fez,en:sesame-seeds,False,False,False,False,False,False,Declared allergens + Dietary restrictions
Ambrosia Rice pudding,Ambrosia,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
Devon Custard,Ambrosia,en:milk,False,True,False,False,False,False,Declared allergens + Dietary restrictions
